TimeUS,m00,m01,m02,m10,m11,m12,m20,m21,m22
 57093820, 0.9919873, 0.1262747, 0.003993822, -0.1262619, 0.9919915, -0.003303809, -0.004379025, 0.002773069, 0.9999866
 57113812, 0.9919875, 0.126274, 0.003980406, -0.1262612, 0.9919916, -0.003313519, -0.004366939, 0.002784398, 0.9999866
 57133804, 0.9919875, 0.126274, 0.003967685, -0.1262612, 0.9919915, -0.003324017, -0.004355646, 0.002796418, 0.9999866
 57153796, 0.9919875, 0.1262746, 0.003955393, -0.1262618, 0.9919914, -0.003334073, -0.004344724, 0.002807944, 0.9999866
 57173788, 0.9919875, 0.1262741, 0.003943937, -0.1262613, 0.9919914, -0.003344292, -0.004334649, 0.00281953, 0.9999866
 57193780, 0.9919878, 0.1262733, 0.003933788, -0.1262605, 0.9919915, -0.003354157, -0.004325824, 0.0028306, 0.9999866
 57213772, 0.9919881, 0.1262707, 0.003924405, -0.1262579, 0.9919918, -0.003364407, -0.004317804, 0.002841965, 0.9999867
 57233764, 0.9919884, 0.126269, 0.003917321, -0.1262561, 0.9919919, -0.003375269, -0.004312143, 0.002853642, 0.9999866
 57253756, 0.9919882, 0.1262701, 0.003924619, -0.1262572, 0.9919919, -0.003382054, -0.004320242, 0.002859446, 0.9999866
 57273748, 0.991988, 0.1262714, 0.003932859, -0.1262584, 0.9919916, -0.003389277, -0.004329332, 0.002865566, 0.9999865
 57293740, 0.9919876, 0.1262746, 0.003941927, -0.1262615, 0.9919913, -0.00339605, -0.004339191, 0.002871125, 0.9999865
 57313732, 0.9919872, 0.1262775, 0.003953218, -0.1262644, 0.9919908, -0.003403487, -0.004351339, 0.002877064, 0.9999864
 57333724, 0.991987, 0.126278, 0.003966162, -0.1262648, 0.9919907, -0.003411523, -0.004365196, 0.002883399, 0.9999864
 57353716, 0.9919871, 0.126277, 0.003977537, -0.1262638, 0.9919909, -0.003419035, -0.004377426, 0.002889419, 0.9999863
 57373708, 0.9919871, 0.1262765, 0.00398993, -0.1262632, 0.9919909, -0.003426685, -0.004390683, 0.002895445, 0.9999862
 57393700, 0.991987, 0.1262766, 0.004001385, -0.1262632, 0.9919909, -0.003433717, -0.004402935, 0.002900975, 0.9999861
 57413692, 0.9919873, 0.1262745, 0.004013393, -0.1262611, 0.9919912, -0.003441392, -0.00441581, 0.002907082, 0.9999861
 57433684, 0.9919873, 0.1262734, 0.004027252, -0.1262599, 0.9919912, -0.00344968, -0.004430601, 0.002913558, 0.999986
 57453676, 0.9919862, 0.1262736, 0.004309365, -0.1262593, 0.9919913, -0.003446671, -0.004710076, 0.002874952, 0.9999848
 57473668, 0.9919953, 0.1261448, 0.005727262, -0.1261266, 0.9920083, -0.003435116, -0.006114813, 0.002685259, 0.9999777
 57493660, 0.9920185, 0.1258371, 0.008018925, -0.1258128, 0.9920479, -0.003470811, -0.008391915, 0.002434226, 0.9999619
 57513652, 0.9920407, 0.1254347, 0.01102626, -0.1254009, 0.9920992, -0.003703374, -0.01140368, 0.002291194, 0.9999324
 57533644, 0.9920204, 0.1251872, 0.01495284, -0.1251408, 0.9921309, -0.004001551, -0.01533611, 0.002098411, 0.9998802
 57553636, 0.9919391, 0.1251878, 0.01961855, -0.1251287, 0.9921317, -0.004212653, -0.01999155, 0.001723851, 0.9997987
 57573628, 0.9918336, 0.1250741, 0.02495002, -0.1250048, 0.9921467, -0.00432493, -0.02529501, 0.001170738, 0.9996793
 57593620, 0.9916702, 0.1251824, 0.0303273, -0.1251091, 0.9921337, -0.004309443, -0.0306282, 0.000479325, 0.9995308
 57613612, 0.9914644, 0.1253233, 0.03594946, -0.125246, 0.992116, -0.004401496, -0.03621765, -0.000138601, 0.999344
 57633604, 0.9911935, 0.1256146, 0.04191136, -0.1255304, 0.9920789, -0.004646957, -0.0421631, -0.0006551149, 0.9991106
 57653596, 0.9908956, 0.1259102, 0.04767321, -0.125815, 0.9920411, -0.005003875, -0.04792382, -0.001039688, 0.9988505
 57673588, 0.9905457, 0.1263601, 0.05340791, -0.1262479, 0.9919836, -0.005482206, -0.0536725, -0.001312262, 0.9985577
 57693580, 0.9901682, 0.126929, 0.05878787, -0.1268007, 0.9919105, -0.005923175, -0.05906413, -0.001589403, 0.9982529
 57713572, 0.9898014, 0.1272657, 0.06400567, -0.1271362, 0.9918665, -0.00610833, -0.06426246, -0.002091405, 0.9979308
 57733564, 0.9894423, 0.1275133, 0.06887932, -0.1273769, 0.9918338, -0.006386786, -0.06913123, -0.00245428, 0.9976045
 57753556, 0.9890977, 0.1276619, 0.07340626, -0.127522, 0.9918137, -0.006608119, -0.07364892, -0.002824839, 0.9972802
 57773548, 0.9887766, 0.1276793, 0.07758132, -0.1275593, 0.9918095, -0.006520103, -0.07777838, -0.003449297, 0.9969646
 57793540, 0.9884876, 0.1275281, 0.08141704, -0.1274194, 0.9918273, -0.006551273, -0.08158711, -0.003898257, 0.9966586
 57813532, 0.9882171, 0.1273909, 0.08484452, -0.1273072, 0.9918426, -0.006418273, -0.08497003, -0.004458671, 0.9963735
 57833524, 0.9879885, 0.127112, 0.08787109, -0.1270636, 0.9918755, -0.006166974, -0.08794107, -0.005072322, 0.9961127
 57853516, 0.9878099, 0.1266755, 0.09047087, -0.1266544, 0.9919288, -0.00599678, -0.0905003, -0.005534855, 0.995881
 57873508, 0.9876664, 0.1261473, 0.09274705, -0.1261398, 0.9919946, -0.005966354, -0.0927572, -0.005806328, 0.9956718
 57893500, 0.9875119, 0.12585, 0.09477401, -0.1258505, 0.9920311, -0.005995917, -0.09477334, -0.006006318, 0.9954808
 57913492, 0.987353, 0.1257085, 0.09659939, -0.1257089, 0.9920484, -0.006105972, -0.09659884, -0.006114656, 0.9953046
 57933484, 0.9872056, 0.1256594, 0.09815651, -0.1256506, 0.9920546, -0.006295962, -0.09816777, -0.00611802, 0.9951512
 57953476, 0.9870811, 0.1256327, 0.09943466, -0.1256075, 0.9920586, -0.006539097, -0.09946652, -0.006035121, 0.9950226
 57974301, 0.9869658, 0.1257173, 0.1004675, -0.1256478, 0.9920499, -0.007044839, -0.1005545, -0.005670511, 0.9949154
 57994293, 0.986876, 0.1257476, 0.1013074, -0.1256242, 0.9920486, -0.007622568, -0.1014604, -0.005204137, 0.994826
 58014285, 0.9867964, 0.1257439, 0.1020855, -0.1255611, 0.9920517, -0.008240161, -0.1023102, -0.004686602, 0.9947415
 58034277, 0.9867553, 0.1255866, 0.1026738, -0.125335, 0.9920744, -0.008924766, -0.1029808, -0.004062053, 0.994675
 58054269, 0.9867628, 0.1253174, 0.1029309, -0.1250091, 0.9921104, -0.009465818, -0.103305, -0.003526783, 0.9946435
 58074261, 0.9867746, 0.1250347, 0.103161, -0.1246793, 0.9921476, -0.009911253, -0.1035902, -0.003081879, 0.9946153
 58094253, 0.986749, 0.1249771, 0.1034762, -0.1245759, 0.992156, -0.01035679, -0.1039589, -0.002671082, 0.994578
 58114245, 0.9867091, 0.1249423, 0.1038978, -0.1245002, 0.9921613, -0.0107559, -0.1044272, -0.002322345, 0.9945299
 58134237, 0.9866639, 0.1250433, 0.1042043, -0.1245755, 0.9921491, -0.01101203, -0.1047632, -0.002116138, 0.994495
 58154229, 0.986597, 0.125167, 0.1046884, -0.1246393, 0.9921344, -0.0115933, -0.1053161, -0.00161038, 0.9944375
 58174221, 0.9865186, 0.1253608, 0.1051947, -0.1247637, 0.9921107, -0.01226381, -0.1059021, -0.001026004, 0.9943761
 58194213, 0.9864377, 0.1256565, 0.1055998, -0.1249942, 0.9920738, -0.01289282, -0.1063829, -0.0004814061, 0.9943252
 58214205, 0.9863515, 0.1260198, 0.1059698, -0.1253171, 0.9920277, -0.01329066, -0.1067998, -0.0001705689, 0.9942806
 58234197, 0.9862536, 0.1263016, 0.106545, -0.1256012, 0.9919919, -0.01328592, -0.1073698, -0.0002788966, 0.9942191
 58254189, 0.9861205, 0.1266589, 0.1073495, -0.1259498, 0.9919463, -0.01338704, -0.1081806, -0.0003194165, 0.9941313
 58274181, 0.9859725, 0.1270404, 0.1082538, -0.1263112, 0.9918976, -0.01359457, -0.1091038, -0.0002697993, 0.9940303
 58294173, 0.9858266, 0.1274499, 0.1090979, -0.1266946, 0.991845, -0.01385603, -0.1099741, -0.000162471, 0.9939345
 58314165, 0.9856725, 0.1278864, 0.1099759, -0.1271018, 0.9917889, -0.01414431, -0.1108817, -3.647243E-05, 0.9938337
 58334157, 0.9855129, 0.1283045, 0.1109161, -0.1274922, 0.9917349, -0.01441518, -0.1118489, 6.541605E-05, 0.9937252
 58354149, 0.9853141, 0.1287256, 0.112187, -0.127907, 0.9916803, -0.01449484, -0.1131195, -6.752081E-05, 0.9935815
 58374141, 0.9851031, 0.1292705, 0.1134061, -0.1284289, 0.9916094, -0.01472724, -0.1143584, -5.676964E-05, 0.9934396
 58394133, 0.9849447, 0.1295251, 0.1144869, -0.1286385, 0.9915761, -0.01513031, -0.1154822, 0.0001750987, 0.9933095
 58414125, 0.9848231, 0.1294126, 0.115654, -0.128486, 0.9915908, -0.01546258, -0.1166825, 0.0003679793, 0.9931692
 58434117, 0.984721, 0.1291337, 0.1168292, -0.1281521, 0.991627, -0.01590702, -0.1179052, 0.0006920624, 0.9930246
 58454109, 0.984653, 0.1286885, 0.1178891, -0.127641, 0.9916844, -0.01642413, -0.1190224, 0.001124591, 0.992891
 58474101, 0.9846296, 0.128183, 0.1186329, -0.1270522, 0.991749, -0.01707743, -0.1198431, 0.001742363, 0.9927914
 58494093, 0.984592, 0.127832, 0.1193213, -0.1266067, 0.9917928, -0.01782515, -0.1206206, 0.002443637, 0.9926957
 58514085, 0.9845182, 0.1276757, 0.1200951, -0.1263439, 0.9918108, -0.01867097, -0.1214955, 0.003208633, 0.9925868
 58534077, 0.9844221, 0.1274659, 0.1211013, -0.1260183, 0.9918349, -0.01956979, -0.122607, 0.004003956, 0.9924473
 58554069, 0.9842538, 0.1274953, 0.1224315, -0.1259044, 0.991827, -0.02067588, -0.1240669, 0.004935663, 0.9922616
 58574061, 0.9840412, 0.1277598, 0.123856, -0.126031, 0.9917884, -0.02172726, -0.1256148, 0.005770828, 0.9920623
 58594053, 0.9838014, 0.1278874, 0.1256172, -0.126019, 0.9917671, -0.02274169, -0.1274914, 0.006543146, 0.9918181
 58614045, 0.9835317, 0.1279655, 0.1276334, -0.1259806, 0.9917534, -0.02353796, -0.1295929, 0.007070996, 0.991542
 58634037, 0.9831952, 0.1281596, 0.1300089, -0.1260163, 0.9917228, -0.02461494, -0.1320875, 0.007818047, 0.9912073
 58654029, 0.9828278, 0.1284276, 0.1324992, -0.126098, 0.9916806, -0.02586074, -0.1347181, 0.008708775, 0.9908457
 58674021, 0.9824693, 0.1287094, 0.1348627, -0.1261947, 0.9916362, -0.02706767, -0.1372186, 0.009574185, 0.9904946
 58694013, 0.9820913, 0.129067, 0.137253, -0.1263889, 0.991583, -0.02808831, -0.139723, 0.01023803, 0.9901377
 58714005, 0.9816868, 0.1293471, 0.1398582, -0.1265075, 0.9915404, -0.02904442, -0.1424318, 0.01081941, 0.9897456
 58733997, 0.9812702, 0.129478, 0.1426334, -0.1264907, 0.9915185, -0.02985498, -0.1452892, 0.01125401, 0.9893252
 58753989, 0.9808056, 0.1297246, 0.1455744, -0.1266043, 0.9914831, -0.03053764, -0.1482961, 0.01152114, 0.9888759
