TimeUS,m00,m01,m02,m10,m11,m12,m20,m21,m22
 59933517, 0.9810206, 0.1150826, 0.1560598, -0.1115591, 0.9932685, -0.03118118, -0.1585977, 0.01317949, 0.9872554
 59953509, 0.9804897, 0.1153589, 0.1591614, -0.1117835, 0.9932406, -0.03126758, -0.1616926, 0.01286592, 0.9867573
 59973501, 0.9799718, 0.1155617, 0.1621757, -0.1119829, 0.9932244, -0.03106866, -0.1646672, 0.0122855, 0.9862728
 59993493, 0.979482, 0.1157124, 0.1650021, -0.112149, 0.9932145, -0.03078342, -0.1674445, 0.01164698, 0.9858128
 60013485, 0.9789839, 0.1158474, 0.1678388, -0.1123163, 0.993207, -0.03041341, -0.170222, 0.0109232, 0.9853452
 60033477, 0.9784695, 0.1158404, 0.1708176, -0.1123526, 0.9932162, -0.02997892, -0.1731316, 0.01014165, 0.9848465
 60054302, 0.9780036, 0.1156647, 0.1735815, -0.1122092, 0.993243, -0.02962376, -0.1758351, 0.009494691, 0.9843739
 60074294, 0.9775572, 0.1154676, 0.1762076, -0.1120644, 0.9932725, -0.02917845, -0.1783913, 0.008777008, 0.9839205
 60094286, 0.9771361, 0.11524, 0.1786753, -0.1118947, 0.9933049, -0.02872339, -0.1807891, 0.008073845, 0.9834887
 60114278, 0.9766968, 0.1151466, 0.1811205, -0.1118438, 0.9933205, -0.02837903, -0.1831785, 0.007460497, 0.9830514
 60134270, 0.9762774, 0.115239, 0.1833096, -0.1119932, 0.9933146, -0.02799725, -0.1853105, 0.006803651, 0.9826565
 60154262, 0.9758716, 0.1153981, 0.1853594, -0.1122035, 0.9933, -0.02766906, -0.1873105, 0.006203469, 0.9822811
 60174254, 0.9754983, 0.1156892, 0.1871342, -0.1125325, 0.993269, -0.02744132, -0.1890493, 0.005710269, 0.9819511
 60194246, 0.9751649, 0.1160361, 0.1886508, -0.1129024, 0.9932306, -0.0273108, -0.1905428, 0.005333401, 0.9816644
 60214238, 0.9748818, 0.1162208, 0.1899951, -0.1130808, 0.9932101, -0.02732301, -0.1918806, 0.005151902, 0.9814047
 60234230, 0.9746239, 0.1162996, 0.1912661, -0.1131519, 0.9932017, -0.02733566, -0.193145, 0.004999857, 0.9811575
 60254222, 0.9743587, 0.1162932, 0.1926159, -0.1131358, 0.9932031, -0.02734969, -0.1944873, 0.004856662, 0.9808931
 60274214, 0.9740998, 0.1161322, 0.1940178, -0.1129302, 0.9932218, -0.02752213, -0.1958989, 0.004898839, 0.9806119
 60294206, 0.9738585, 0.1160554, 0.1952709, -0.1127757, 0.9932296, -0.02786903, -0.1971832, 0.005118675, 0.9803533
 60314198, 0.9736286, 0.1160446, 0.1964209, -0.1126635, 0.993229, -0.02833921, -0.1983795, 0.005462392, 0.98011
 60334190, 0.9733872, 0.1160788, 0.197593, -0.112566, 0.9932222, -0.02895719, -0.199615, 0.005944297, 0.9798564
 60354182, 0.973152, 0.1161579, 0.198702, -0.112509, 0.99321, -0.02959584, -0.2007906, 0.006445481, 0.9796129
 60374174, 0.9729661, 0.1162199, 0.1995747, -0.1124301, 0.9931988, -0.03025856, -0.2017339, 0.007002361, 0.9794153
 60394166, 0.9728116, 0.1162368, 0.2003163, -0.1123137, 0.993193, -0.03087877, -0.202542, 0.007540977, 0.9792446
 60414158, 0.9726747, 0.116158, 0.2010254, -0.1121159, 0.9931985, -0.03141692, -0.2033074, 0.008020303, 0.9790822
 60434150, 0.9725464, 0.1160561, 0.201704, -0.1119105, 0.993207, -0.03187647, -0.2040333, 0.008428548, 0.9789277
 60454142, 0.9723971, 0.116049, 0.2024261, -0.111769, 0.993203, -0.03248768, -0.2048204, 0.008965958, 0.9787585
